x,pdf
9.902054991441611,0.01614319173535853
10.005649300060849,0.015454346573673686
10.109243608680089,0.014793161222349818
10.212837917299328,0.014158637672523637
10.316432225918566,0.0135498061810475
10.420026534537806,0.012965725059800667
10.523620843157046,0.0124054804095554
10.627215151776284,0.011868185804727314
10.730809460395523,0.011352981934836658
10.834403769014763,0.010859036208038228
10.937998077634001,0.010385542321640816
11.04159238625324,0.009931719804131545
11.14518669487248,0.009496813532842586
11.248781003491718,0.0090800932310467
11.352375312110958,0.008680852947942094
11.455969620730198,0.008298410524684583
11.559563929349435,0.007932107049343768
11.663158237968675,0.00758130630339988
11.766752546587915,0.00724539420215635
11.870346855207153,0.006923778231219669
11.973941163826392,0.006615886880991164
12.077535472445632,0.00632116908092415
12.181129781064872,0.006039093635122769
12.28472408968411,0.005769148660695758
12.38831839830335,0.005510841030127609
12.491912706922589,0.005263695818790738
12.595507015541827,0.005027255758594037
12.699101324161067,0.004801080698645851
12.802695632780306,0.00458474707370087
12.906289941399544,0.004377847381060975
13.009884250018784,0.004179989666509114
13.113478558638024,0.003990797019771545
13.217072867257261,0.0038099070799273325
13.320667175876501,0.0036369715511142754
13.42426148449574,0.0034716557288164804
13.527855793114979,0.003313638036960932
13.631450101734218,0.0031626095759974475
13.735044410353458,0.003018273682088609
13.838638718972696,0.002880345497492701
13.942233027591936,0.002748551552183599
14.045827336211175,0.002622629356716019
14.149421644830413,0.00250232700631287
14.253015953449653,0.0023874027961227557
14.356610262068893,0.0022776248475704303
14.46020457068813,0.002172770745700052
14.56379887930737,0.0020726271873912037
14.66739318792661,0.001976989640309823
14.77098749654585,0.001885662012440607
14.874581805165088,0.0017984563320339753
14.978176113784327,0.0017151924377889454
15.081770422403567,0.001635697679083226
15.185364731022805,0.0015598066260533682
15.288959039642045,0.0014873607893207377
15.392553348261284,0.001418208349153231
15.496147656880522,0.0013522038938481075
15.599741965499762,0.0012892081671176583
15.703336274119001,0.0012290878242569054
15.80693058273824,0.001171715196870731
15.910524891357479,0.0011169680659369385
16.01411919997672,0.001064729442981565
16.11771350859596,0.0010148873591430143
16.221307817215198,0.000967334661902812
16.324902125834438,0.000921968819262058
16.428496434453677,0.0008786917311447622
16.532090743072917,0.0008374095478115214
16.635685051692153,0.0007980324950697836
16.739279360311393,0.0007604747060699009
16.842873668930633,0.0007246540594795794
16.946467977549872,0.0006904920238327622
17.050062286169112,0.0006579135078528202
17.15365659478835,0.0006268467165537747
17.257250903407588,0.0005972230129273928
17.360845212026828,0.0005689767850281036
17.464439520646067,0.0005420453182720219
17.568033829265307,0.0005163686727706491
17.671628137884547,0.0004918895655242531
17.775222446503786,0.00046855325730434376
17.878816755123022,0.0004463074440591132
17.982411063742262,0.0004251021526801583
18.0860053723615,0.0004048896409732636
18.18959968098074,0.00038562430168044185
18.29319398959998,0.0003672625704048175
18.39678829821922,0.0003497628372943295
18.500382606838457,0.000333085362344512
18.603976915457697,0.00031719219418488166
18.707571224076936,0.00030204709221767447
18.811165532696176,0.0002876154519817834
18.914759841315416,0.00027386423361883003
19.018354149934655,0.00026076189332228716
19.121948458553895,0.00024827831765448436
19.22554276717313,0.00023638476062014756
19.32913707579237,0.00022505378338888335
19.43273138441161,0.00021425919656268354
19.53632569303085,0.00020397600488808245
19.63992000165009,0.00019418035431611162
19.74351431026933,0.00018484948131658173
19.847108618888566,0.00017596166435653743
19.950702927507805,0.00016749617745595376
20.054297236127045,0.00015943324573688237
20.157891544746285,0.00015175400288528892
20.261485853365524,0.00014444045044779337
20.365080161984764,0.00013747541888839543
20.468674470604,0.0001308425303330438
20.57226877922324,0.00012452616293261718
20.67586308784248,0.00011851141677750322
