group,value
A,53.95515973521523
A,45.4530627260263
A,57.013971554680495
A,42.990744686038596
A,52.93428546900135
A,60.952278129049894
A,45.04731837434656
A,47.16851135198614
A,50.498256825438204
A,47.482621729419
A,42.24668284466934
A,50.34281487403014
A,44.688481431369475
A,52.36796215317591
A,45.402878828830985
A,57.7496720250877
A,46.08373353831882
A,48.38969241897162
A,54.06758608684835
A,43.84567841783022
A,51.13729967302065
A,56.53571377141214
A,41.96258382719386
A,50.92316929266152
A,51.29941397124212
A,53.90911435888655
A,43.81524644560959
A,43.39771693457862
A,52.60970782808449
A,51.48492336616593
A,51.252464251729386
A,51.73224104748488
A,46.59987639210755
A,51.16126848580502
A,51.46536236649341
A,46.42824290986816
A,59.328872555723784
A,52.36916460455894
A,44.04348251398676
A,53.28276804316915
A,45.126591648863396
A,53.93542301871226
A,55.79297789503702
A,45.89658840824145
A,54.81688064622161
A,52.063904634682494
A,54.11030079997245
A,59.48396491326974
A,48.77305941998565
A,46.23131917821255
A,45.55242785187238
A,45.92094857517281
A,49.61449145292948
A,51.70575987408322
A,51.3834539966501
A,54.13591624518012
A,50.065009459389536
A,57.26767038578659
A,48.67671583381022
A,63.600845832948096
A,53.128336738825034
A,45.714212217918586
A,44.645537509694435
A,52.41236207621593
A,48.88268607337075
A,53.57000247046046
A,52.366188122867726
A,49.63585543671564
A,45.76603140965798
A,42.42576387657068
A,47.767425239664895
A,54.28199397161736
A,51.07046872065102
A,43.77130610644006
A,50.86590462925591
A,51.92658689864418
A,45.580712818994336
A,50.768625529727636
A,50.29104359223
A,44.28514851084689
A,51.788936801741414
A,52.803922631841175
A,55.41525621587638
A,55.26901026017452
A,43.111653160214544
A,45.310874800424386
A,52.5751763360433
A,52.56892975456105
A,52.57523843153024
A,69.26365745327361
A,52.85445255346583
A,55.677828200902994
A,54.770008817466014
A,53.25695625652899
A,48.423653776798275
A,53.79484610246634
A,46.13587392731214
A,48.815906966299956
A,47.57318226085448
A,50.40937069693161
A,61.573292833367546
A,40.66367403704126
A,53.431300951872565
A,41.93642064405174
A,47.64034067105283
A,55.44475298483683
A,50.321400095477316
A,44.61127611035347
A,46.423481453700155
A,53.39798874467338
A,46.34816684141432
A,51.08229294790988
A,50.22785919951907
A,46.74199826197091
A,60.71972044662663
A,53.169595111590056
A,39.874287066711965
A,50.93227157384714
A,46.69106767615806
A,54.26216667398112
A,46.037396307836495
A,49.42631779266551
A,52.524936394902284
A,54.32877597085061
A,43.99851796472112
A,48.32749382079526
A,47.625273444195216
A,46.73335383713144
A,58.82727120140549
A,52.024908554804774
A,43.69558022832477
A,54.58930973527388
A,60.610780985063165
A,55.16232630275574
A,42.403150170229935
A,47.57882963566874
A,56.334555745933116
A,46.461652671906094
A,52.219097140731144
A,53.87317026714668
A,45.36534764210958
A,49.702373219691
A,33.79366329965464
A,44.87806179332855
A,48.7371592430342
A,43.76108409017575
A,58.16205651965818
A,42.84929311019684
A,47.79977756651508
A,50.65370288643046
A,57.20636644533058
A,42.8206892441028
A,55.815818760774796
A,50.05116530509793
A,45.09245674476025
A,52.31051737131635
A,50.99529847786735
A,46.99891561420603
A,50.349010424950094
A,48.0734320156912
A,50.56758672625624
A,53.31065337260523
A,57.93008408072676
A,43.810922505865754
A,60.665166873281336
A,40.23956100238749
A,49.24107452482208
A,52.94158603242288
A,51.40495933867516
A,46.88650240089703
A,48.95938874821363
A,47.53499532670583
A,47.05317621527894
A,54.24801048510513
A,51.785077429825236
A,46.53545202369673
A,54.49799937716625
A,51.536497604383044
A,54.0643105941948
A,53.14814420961806
B,54.197034923545495
B,56.07873271862121
B,65.23105523586283
B,64.27259185803426
B,59.85368884225096
B,60.821291683161476
B,68.94365427051898
B,55.85900027814919
B,63.82968166819026
B,58.584651432962744
B,58.47623157740946
B,67.69143796391033
B,65.77791444291621
B,65.69456745200446
B,69.13835165008031
B,60.14702689142931
B,64.77367079906475
B,57.82813270384581
B,62.269164467419095
B,59.08899861942621
B,60.678971754949025
B,64.16609917805839
B,54.27245521736569
B,74.64671092979822
B,52.95787832950209
B,51.500679710485876
B,68.10677611450048
B,65.54163885774055
B,64.36883871936509
B,64.39841856484996
B,59.9142725900716
B,53.719219399599176
B,60.53063190735608
B,55.259868019415215
B,66.82583813392426
B,58.97059832948503
B,54.22151962245242
B,57.75029910842905
B,62.890520179929375
B,56.05392813037218
B,54.24445723103498
B,61.70581048044339
B,61.71476599776106
B,56.45139777240209
B,56.70273186067174
B,61.62434956150346
B,49.86340960951873
B,50.147753579364114
B,54.97089045123295
B,58.50586993801707
B,62.17635295918603
B,70.32749351864686
B,66.00361736241413
B,58.88043029025601
B,59.86688654468118
B,52.98229444753534
B,59.87040804805327
B,57.979389527559036
B,62.25902992236663
B,54.20938339513374
B,63.635425599688205
B,70.72917239101804
B,59.238678960802
B,62.81198205469259
B,64.83100794197779
B,57.19145669679914
B,61.56864737267292
B,60.08814680547256
B,60.683732689841825
B,54.58893151301174
B,60.1715712198126
B,63.48598803871815
B,70.1580052545653
B,66.71489578259644
B,75.07227720258089
B,54.628567059783656
B,66.10624445704475
B,61.28339404016846
B,75.3286205325237
B,54.341912002513936
B,54.121947104734566
B,55.804251481891846
B,45.13272992983135
B,56.319714848234675
B,54.686071369124114
B,61.052756505333456
B,62.392291830440115
B,73.1331958745112
B,66.65296686730235
B,55.96167441036318
B,53.71109730056149
B,63.44343420054554
B,50.7583675508555
B,72.82021136098048
B,68.25608084504901
B,56.71577043526707
B,48.008058296363856
B,69.4771066191579
B,59.19822108323167
B,68.66471418381423
B,48.83900638843943
B,55.80437483932359
B,60.03670589802728
B,60.32886415635319
B,56.84954169964529
B,64.35994952643249
B,52.52665699432184
B,59.00334360485095
B,60.84206942198329
B,63.601071838411244
B,64.98130414662222
B,52.127505357134915
B,49.261200804850645
B,68.94373775328957
B,62.32619808385714
B,54.76059424410413
B,70.85806382865766
B,60.80972244005001
B,68.25508028844679
B,60.47262936987076
B,74.42523547417392
B,72.28738589710242
B,58.25725096064649
B,66.80099665668048
B,64.51763164709604
B,69.58042090272644
B,53.24553577593927
B,64.80236021998907
B,67.40897140794712
B,47.6888235950382
B,51.71719041133957
B,45.7253747556793
B,58.114152158888096
B,65.02279579057173
B,70.5164993646722
B,60.51866346293843
B,71.40030881899904
B,50.33928979249576
B,48.07632292451392
B,59.61116610772367
B,62.68845814257515
B,59.771136763341346
B,45.527905299720864
B,59.37615972341048
B,50.86871349646603
B,64.68770784181027
B,62.56618772267794
B,53.420841495708515
B,56.40293157864315
B,52.58550534677734
B,59.5612463190878
B,66.68599624350867
B,53.09991767565119
B,63.52832560862491
B,56.28819667139292
B,54.44989017416359
B,59.250787480318095
B,52.75330374306438
B,56.12445486256973
B,51.61485475187806
B,73.75307593041472
B,60.2468448638021
B,55.101921444051904
B,61.497859375139555
B,59.21370365216419
B,58.45321280326744
B,64.29916690030397
B,65.30255397033113
B,56.28649196672631
B,55.96927231548724
B,58.07463811993849
B,43.88655184685091
B,49.39366256461014
B,69.56811987211167
B,71.51477399450899
B,58.25674772310535
B,64.03589874139037
B,62.178751081804755
B,81.55216565918667
B,67.83702438004204
B,59.10457685963463
B,53.31121691579702
B,48.754875758196995
B,61.42424545107056
B,54.70554478300988
B,50.04422403281628
B,55.473989810302314
B,52.429163974699236
B,71.80999144550795
B,66.17147829864615
B,59.944191510783675
B,70.35960897223018
B,60.54157815353333
B,53.97101059070216
B,70.6618685408876
B,63.77237030579261
B,52.739276919714804
B,58.667629253414745
B,53.870672226306695
B,50.320401883249644
B,66.48324283272149
B,73.36591648329092
B,50.21002698326601
B,63.940784656834
B,55.44550201614721
B,56.59012231364713
B,55.85324253032792
B,53.95206461224129
B,60.33965139561379
B,54.18334918512274
B,61.89319778045887
B,59.64833323385604
B,58.32736367193513
B,53.64705436570881
B,55.96260068602167
B,65.28773858078029
B,63.50642031337067
B,53.157113286410144
B,60.69532613800458
B,65.25970986360252
B,48.3141630321504
B,63.803521346659544
B,55.361633687379076
B,63.994190680152116
B,54.65718590420238
B,47.365825295348365
B,48.60720293481786
B,60.336594626629676
B,61.81805751205037
B,53.66978362426914
B,64.47014721144161
B,48.36935956411728
B,59.537441409468784
B,51.522886601662805
B,55.437147245384885
B,60.3317906992149
B,53.97710644301233
B,57.30811119039122
B,67.04404966450109
B,55.96175691333796
B,65.849844784456
B,52.092052017396675
B,63.70862924540698
B,70.0909803446053
B,42.698488499108976
B,54.42173321170666
B,64.03950489026379
B,58.57868229769905
B,62.59802111359916
B,55.772103692989255
B,60.6061285123103
B,58.910259352255444
B,68.17447443161865
B,61.78094590310849
B,62.36321863452642
B,57.11686123714273
B,56.586756431492546
B,56.97209268526265
B,62.76116499664808
B,57.05310863425816
B,62.02842399827489
B,74.52780559051807
B,66.09787292402184
B,57.71783527482511
B,68.40849745514761
B,57.14347238884914
B,45.73312825375503
B,52.94339582357817
B,46.90445655281901
B,57.53940561171084
B,60.12892865432686
B,71.73506118592698
B,62.28849161634914
B,58.46629629833795
B,65.80583906828443
B,44.5220528369448
B,61.64930190675996
B,65.39605635720876
B,49.64989627954111
B,68.00627830244851
B,62.3694748524609
B,57.09298460269439
B,64.429473062744
B,75.89485000463077
B,61.27306378540947
B,61.737544104102355
B,56.78447370321829
B,54.05108941374646
B,65.81235071580971
B,54.00741321863793
B,60.500963660535746
B,56.656397872644185
B,63.35285878022474
B,62.33563473700864
B,67.26277960980529
B,56.42988520801677
B,58.1108754529464
B,53.14865398952385
B,56.88994717946722
B,62.64110345131397
C,58.027954466581406
C,51.3113387032895
C,58.478423680422644
C,60.4225514352198
C,56.6537396128948
C,62.507183250232266
C,51.904843203585706
C,50.02138118675433
C,47.88511900438289
C,60.98417724595673
C,57.61746262541623
C,54.77766131635818
C,56.119874505279284
C,50.49804381080649
C,64.7830079184673
C,55.51688472790091
C,55.43757917841957
C,57.90306649559477
C,56.924036926946854
C,55.895536097116526
C,51.838102178218755
C,56.88587342854398
C,62.52809798590013
C,60.38168018461991
C,61.37274650655759
C,52.95513729427526
C,51.041580718965676
C,54.49685231960141
C,55.222899649154776
C,59.37676607388379
C,48.23014148114072
C,61.11820127784245
C,54.367968405684046
C,53.29247572021032
C,50.951582498959326
C,48.380573312536924
C,58.29268233584766
C,55.293271868753614
C,49.840156401035784
C,49.81968491174553
C,53.65686120283949
C,61.67608610115757
C,53.96163459454558
C,48.98742818752758
C,54.01702774365622
C,53.90910572100932
C,44.212453428233715
C,54.78282053392875
C,54.07626187916529
C,57.784825459253675
C,62.39582437978138
C,59.50626011819103
C,53.92444523778068
C,50.57389636503332
C,65.29343921299944
C,55.23687373605795
C,55.055717167651785
C,54.90349965155999
C,55.79233904307142
C,54.42255835230423
C,52.70535197247906
C,52.81256423503843
C,54.868986919136006
C,52.82630091546494
C,52.148616869291345
C,55.42572091076759
C,53.98009113031658
C,61.01597195433075
C,44.396120766427956
C,59.36602740768985
C,59.98434076999052
C,46.7064390703674
C,53.629249623678604
C,53.51423653601683
C,49.36995322112872
C,51.8887332496365
C,50.55769661813669
C,62.00908177369449
C,58.74271357258984
C,60.08622037997664
C,57.88668825617294
C,50.48379291513108
C,52.901918934880904
C,56.95749824491167
C,50.11148876443222
C,57.85199372068955
C,54.03869840736746
C,53.50071676980161
C,57.843839872813966
C,56.77705324594416
C,53.55613533672368
C,59.63731921345699
C,50.67574668960041
C,57.463742427777056
C,57.372405031873534
C,53.76181424274404
C,56.30453208896847
C,49.995545694458784
C,58.696108076827606
C,54.26039145422804
C,52.90910791792384
C,59.196036903347554
C,52.182625237828965
C,49.36615481454576
C,48.773483305904385
C,57.424039805382556
C,49.87828259001487
C,62.019176727937456
C,46.67228236846511
C,61.78582547316015
C,55.84406986881047
C,54.61314755251843
C,52.8203236527642
C,56.596544457408285
C,54.84946119030061
C,59.41320752806609
C,55.45691059464816
C,55.60120704584751
C,53.54555115114458
C,54.772217505115734
C,56.231207075568236
C,48.1593264293735
C,49.60725831157715
C,57.97305637609086
C,55.68346175251177
C,54.264066654589286
C,55.073735732261575
C,56.390326821446685
C,52.840961278762556
C,51.88678109839075
C,55.78338102039073
C,51.08650888953987
C,56.633011022857886
C,48.18966558304864
C,59.116622549302576
C,56.89038992965217
C,56.0241189372555
C,58.93076393578205
C,61.66189777785031
C,59.05748026007252
C,47.63650307467342
C,49.88169213305719
C,52.50072568921728
C,55.104364200843335
C,57.07063608187649
C,52.097024747386136
C,55.74706705790831
C,51.97846827058671
C,52.55392878803221
C,49.373355612607114
C,51.307067015556385
C,49.59326157753466
C,51.09650698809067
C,59.21456718643136
C,51.202404444672226
C,65.52952825934956
C,56.97327160352356
C,55.739344494779495
C,51.566568879275145
C,57.80123951763596
C,52.697448695048905
C,55.488039258581445
C,65.24033815307519
C,54.6157604011014
C,59.59709330514271
C,52.18729429949645
C,54.86004603801215
C,62.08320254254204
C,52.49213176884893
C,62.249794231987714
C,57.8310077418219
C,52.750132896422926
C,57.529630956222086
C,58.89021779850692
C,57.48723984886878
C,48.719101120438175
C,52.09145129670053
C,54.00992545779398
C,54.70226628359981
C,57.48268839020271
C,55.71080400373302
C,49.6586225651596
C,56.52079140402385
C,57.44234298113529
C,57.23916179172416
C,59.323122902218486
C,58.33568861819562
C,56.83672031691375
C,54.71933715416541
C,48.356156265936036
C,56.71847287653034
C,55.83075074865244
C,56.0863153487815
C,49.89300569671876
C,50.67577383836695
C,59.212611413331615
C,54.84177938457338
C,57.7260027894905
C,55.113273504521835
C,55.119024557982975
C,58.75313522390399
C,52.935821087130506
C,55.384483107763934
C,53.15089884517983
C,53.26201509027074
C,53.76331150612544
C,55.88853508653485
C,53.08500551334609
C,60.023024502294085
C,51.42157079112199
C,54.252513423354564
C,53.2410757669033
C,60.78791153741493
C,55.786219106046296
C,59.12737815787454
C,49.057758507852114
C,56.068201063477034
C,58.55852318249375
C,55.3291359571017
C,59.26192150026141
C,52.93084619959851
C,60.63738976074232
C,64.195592494477
C,53.54864575824136
C,53.21798991439691
C,60.813537908470806
C,61.31828858292285
C,52.90855989138693
C,53.31925273161657
C,53.87286156455797
C,49.622197955862895
C,51.32539221406321
C,50.98343693299173
C,51.928809739583485
C,54.861260450452875
C,55.93685893014608
C,61.20200197125631
C,51.006583837044836
C,58.937289593906335
C,54.14404462309796
C,54.80214516139027
C,57.699277968666415
C,50.50911191375081
C,56.5296389847362
C,55.66580883285222
C,56.9698050560326
C,56.15667457563127
C,64.82120055964357
C,52.44904006299473
C,52.87601217999273
C,52.50743789430094
C,52.77809152335898
C,52.45045149077393
C,59.756066124430205
C,60.68201699195942
C,52.717014825002096
C,51.670577707583085
C,56.885662225545616
C,52.791107822876114
C,57.53172727102204
C,55.8116920834052
C,48.93702354001107
C,61.190020805320245
C,62.183510692382086
C,52.548845238062455
C,53.449193760256065
C,56.14346156289962
C,56.3378271599481
C,57.634177090691324
C,63.040818155065395
C,54.292211090023805
C,51.80681102184619
C,49.48272308794189
C,52.076279840232324
C,54.86749210850481
C,62.17823145407115
C,52.92955480385531
C,55.895151806555596
C,54.93430841570899
C,59.75357309379233
C,65.10772970349448
C,52.876524908318714
C,53.04224222992711
C,59.176643508276285
C,57.727565958505245
C,62.386829302944136
C,57.33571274130386
C,53.56283163685176
C,57.362619322769234
C,59.43481432233163
C,58.28192872478946
C,57.02909612442919
C,59.26669875835662
C,59.67718236178269
C,60.52863596415011
C,57.59483955035857
C,54.331527678732584
C,55.58685474573329
C,59.82603586603343
C,51.732257316051054
